question_id,question,answer,article_ids
q_00096,"Im unable to access the Google Maps element in the footer of my Wix site. Im having trouble removing it, and I dont know where the overlapping items feature is located.","If you are unable to select or find an element in the Editor, it is possible that it has been placed behind another element. If an element is placed outside the Editor gridlines or behind another element, you may not be able to see it on your screen. Use the Layers panel to locate the element on the page. To open the Layers panel, find element and delete it: 1. Go to your [editor] (https://manage.wix.com/account/site-selector/?actionUrl=https%3A%2F%2Fwww.wix.com%2Feditor%2F%7BmetaSiteId%7D%3FeditorSessionId%3D%7Besi%7D%26). 2. Click the Layers icon at the bottom of your editor. 3. Click Header, Page or Footer. 4. Find the relevant element on the list and click to select it. 5. Press Delete on your keyboard. If you see an element on your live site or in Preview mode, but not in the Editor, it might be placed outside of the site's gridlines. Toggle through your page elements to locate the element. To toggle through elements on a page: Hold down Ctrl (Cmd on Mac) + Shift on your keyboard. Press M to scroll through the elements on your site until you reach the desired element. When your header or footer are frozen, you may be unable to select an element. You can unfreeze the header and footer by selecting a new scroll setting, or disabling the Freeze option. To unfreeze your footer: 1. Click the footer. 2. Click the Settings icon . 3. Click the Freeze Footer toggle to disable it.",be8f488cde5a1ed4c46d21398144c082d689a03c700094b17d1c9ebb1ee6902e
q_00097,I'd like to know how to customize the cart page on the mobile version of my site.,Decide where you want to display the checkout button for customers viewing your site on mobile. Choose from just displaying it only at the bottom of the page or display it at both the top and the bottom. To customize the cart on mobile: 1. Click the Switch to mobile icon at the top of the editor. 2. Click the cart page in the mobile Editor. 3. Click Settings. 4. Select a placement option for the checkout button.,fbe2efc44cd56402c42a2b443b654fc9332e94cc2bb5bcf5b206971ea1fe32aa
q_00098,Im using Wix Payments and Im trying to figure out where my payments are going.,"Your first payout can only be scheduled once your Wix Payments account is [successfully verified] (https://support.wix.com/en/article/wix-payments-verification-process). After receiving your first payment, it's available for payout within an average of 7 days. Once the payout is sent, it takes an average of 3-5 business days for the payout to reach your bank account. [Learn more about receiving your payouts] (https://support.wix.com/en/article/receiving-your-payouts-from-wix-payments). If you want to verify the bank details associated with your Wix Payments account: 1. Go to [Accept Payments] (https://www.wix.com/my-account/site-selector/?buttonText=Set%20Up%20Payments&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https:%2F%2Fwww.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fpayments%2F) in your site's dashboard. 2. Click Manage next to Wix Payments. 3. Click Edit Account Details next to Account Details. 4. Check the information listed under Bank Details. If necessary, correct it and click Save.",04997ca3b0a1736557e6895e2eecc51ccd581a1982afa647b5ebf835e68d4deb;36e7c2a0419b630ed12f12697c3aa35b21e52ef790c3ce2bbce45a67fb04c52b
q_00099,My automated emails triggered by form submissions are not sending.,"If your automated emails triggered by form submissions are not sending, follow these troubleshooting steps: 1. **Check automation statistics**: Go to Automations in your site's dashboard, scroll down to the Your automations section, hover over the relevant email automation, and click the More Actions icon. Click View email stats to view your email marketing statistics. 2. **Check the spam folder**: The email could end up in the recipient's spam folder. They should check their inbox and look for the email in that folder as well. If checking the spam folder doesn't solve the issue, please whitelist the following emails: - no-reply@test.wixshoutout.com - If you have not set a confirmed reply-to email: @automations.ascendbywix.com - If you have set a confirmed reply-to email: Your email address. 3. **Check that the recipient's email address is active**: Ensure the recipient's email address is active and that they've subscribed to your mailing list. If your automation sends an email to an inactive contact, the email will not go through. 4. **Check that the recipient's email address is valid**: Ensure the recipient’s email address is valid. If it's not, the recipient won't receive an email even if the automation was set up correctly. 5. **Check that the form was successfully submitted**: You should be able to see all submissions in your form's submissions table. 6. **Check that the right trigger app is selected**: Your trigger app should be Wix Forms, not Site Members or any other app. 7. **Check that the right form is selected as part of your trigger**: If you've set a specific form to trigger your automation, make sure you've selected the right form. 8. **Make sure there is an email/phone field in your form**: If your automation's trigger is Form submitted, the trigger is reliant on specific contact details to complete the action. If these contact details are missing, the action cannot be completed. 9. **Check that the email field is the correct form field type**: Access the form in your Editor to manage its fields. Hover over your email field to make sure its title is Email Field. 10. **Check that the email field is synced with an email field in your Contact List**: The email field in your form needs to be synced to your Contact List. The field synced must be either Email or Email (Main). If it’s anything else, it won't work as an email field. 11. **Check if you hold multiple email addresses for one contact**: Access your contact's contact card to see if you hold multiple email addresses for them. If a contact has multiple email addresses, usually automated emails are sent to an additional email rather than the contact's main/primary email.",91eeefd48d7dcfda197a6162b7259e942579b5e6a53f50def1b09fecaad9ee1d
q_00100,My banking information for payouts hasnt been updated for a couple of weeks. I need help with identifying if theres an issue with the verification process for my individual account or if the details were not updated correctly.,"The verification process requires you to submit your details for account setup. We review your information and your site's content to ensure that your business complies with our list of prohibited products and services. In addition to meeting the requirements below, the verification process begins once you've accepted the first successful payment to your Wix Payments account. Depending on your account type, review the relevant checklist to make sure you're providing the requested information correctly: Individual account Make sure you've written your personal information correctly: Your first / middle / last name and your date of birth must match those listed in your photo ID. Double check that you've entered your bank account number(s) correctly. Enter a physical address to verify your account. PO Boxes are not accepted as a valid address. Upload an address verification document, such as a utility bill, to confirm your address. The document must have been issued within the last 6 months. Add your Business Description: Enter your Doing Business As name (The operating name of your business) Use the dropdown menu to select your Business Type Use the text box to add a short description of your products / services Upload a color copy of your photo ID and a bank statement to verify your identity. Allow 7 business days for the account to be verified. If 7 business days have already passed and you've verified the information is correct and matches your bank account details, contact Wix Customer Care. We will be happy to investigate this issue further.",49d9e88fadbf11fa4e685c847590078ff9394c2fe7566094f504f53ca4aca465;04997ca3b0a1736557e6895e2eecc51ccd581a1982afa647b5ebf835e68d4deb
q_00101,"My business email in GMAIL suite is suspended and I dont know why or how to reactivate it. It says ""suspended by reseller.""","If you see the below error message while trying to access your Google Workspace business email purchased from Wix, either the email subscription has expired, or there is an issue with your payment. To continue with your Google Workspace service, you need to check the status of your business email. If it has expired, you can renew your Google Workspace subscription. If it is still active, you need to update your payment information. Renewing your business email subscription 1. Go to your [Business Email] (https://manage.wix.com/account/mailboxes) page to check the status of your business email. 2. Click Renew Subscription if prompted to renew subscription. Updating your payment information 1. Go to your [Business Email] (https://manage.wix.com/account/mailboxes) page to check the status of your business email. 2. Go to [Payment Methods] (https://www.wix.com/account/payment-methods) if prompted to update your payment method. 3. Click Actions. 4. Click Update. 5. Click Next. 6. Update your card details. 7. Click Update.",fa04af5bc8c305f900f1f6bcea2fe66b5a4e6b1a84450b1f6a980084d3d4addc
q_00102,"My customers are unable to complete orders with the message ""Sorry, we are not accepting orders."" I am using cash on delivery as the payment method and do not have a premium plan. If I want to receive manual payments, do I have to buy a plan?",You must upgrade your site to a Premium or Studio plan that supports payments in order to accept payments.,51aca93604e8d423b3a87c0126335c5864f343205d7441aa23171523bb26c7aa
q_00103,"My emails sent through Wix Email Marketing are being marked as spam or not received by clients, leading to delivery issues.","Make sure your campaign actually gets delivered to your recipients' inboxes. There are many factors that affect email deliverability, and following best practices give your campaign a better chance of reaching your contacts. Gmail’s spam filter is key in deciding which emails get through. Since many of your subscribers likely use Gmail, it’s important to understand what their filter looks for when flagging spam. Here are some of the factors Gmail uses to decide if emails are legitimate: If the sender's email address or domain name has been blacklisted before. Suspicious phrases and words (i.e. ""how to make money online fast""). Spelling mistakes and bad grammar. Corrupted or misconfigured email headers. Suspicious email attachments (Google recommends sharing files as links using cloud storage services). If you know your audience and only send content to subscribers, you'll likely avoid spam complaints. Following email marketing best practices is the best way to prevent being marked as spam. Here are some tips: Create engaging email content. Develop good frequency practices and establish a consistent email schedule. Only email your subscribers. Here are ways to avoid spam traps: Do not purchase email lists. Make sure all your recipients have given explicit permission to send them emails. Send your email campaigns only to your active contacts. Clean your contact list at least twice a year. Make sure to remove recipients with whom you have not been in touch for over 6 months. Tip: You can also use [campaign statistics] (https://support.wix.com/en/article/viewing-your-email-marketing-statistics) to locate and remove addresses that consistently bounce or remain unopened. Here are some tips to improve deliverability: Maintain a clean email list by regularly removing inactive subscribers. Avoid spammy language and ensure your emails are well-formatted. Monitor your sender reputation using tools like Postmaster Tools by Google.",a591b77f0a070d2ba56e5ec94f24cfbbe9890bb5260b49a533de802033741aa5;917dc0f5c250da8787fde5f21c192cd6906aa239bd4d2c499277c2606a93c974
q_00104,"My old website pages are still showing on Google despite updating the SEO. I have already tried removing the old URLs and submitting the updated sitemap to Google, but the issue persists.","Search engines crawl and index content from every page that you publish, with the exception of pages that you prevented search engines from indexing, pages that are password protected. Just as it takes search engines time to crawl and index a new website, it also takes time for them to recognize that a website or old URLs have changed or are no longer available. This can happen if you deleted a page, image, or file from your site, or if you edited the URL of one of your pages. The process of removing pages and files from search results and how long it takes depends entirely on the individual search engines. This also applies to images appearing in Google Images search results. There are a few steps you can take to address this issue: 1. **Use Google's URL Removal Tool**: You can request Google to remove outdated URLs using the [URL removal tool](https://support.google.com/webmasters/answer/9689846?hl=en). Ensure your site is verified with Google Search Console to use this tool. 2. **Check for Redirects**: Ensure that any old URLs are properly redirected to the new URLs using 301 redirects. This can help maintain SEO rankings and guide users to the correct pages. You can set up redirects using the [Wix URL Redirect Manager](https://support.wix.com/en/article/setting-up-a-301-redirect-for-a-page-on-your-site). 3. **Request Indexing**: After making changes, request Google to recrawl your site by using the [URL Inspection Tool](https://support.google.com/webmasters/answer/9012289) in Google Search Console. 4. **Check for 'noindex' Tags**: Ensure that your new pages do not have 'noindex' tags, which would prevent them from appearing in search results.",7a2a95eef86788654dd78c208baa0f8adc5ba65cdf05d27b90ebf747d87ca171;24953d9f24a1cd711d55a2a3729dd74257e6de98ea882b8a9ae49e2d2720d1fa;568140964e5e7c1628d295e9991367ed4d3c2090a79105d435231030b620a506
q_00105,"My Premium plan auto-renewed, and Im seeking a refund. The renewal occurred within the last 14 days, so I may be eligible for a refund.","The 14-day refund policy only applies to new Premium or Studio plans. The refund policy does not apply to a Premium plan renewal. If you believe you still deserve a refund, [contact us] (https://www.wix.com/contact) and we'll review your request.",5641574289f2768293891471cfcc69b935623ef2723abd28fcb9dddf430ce5e8
q_00106,My site is unable to provide a secure connection.,"The Secure Sockets Layer (SSL) is a security measure used by websites and browsers for communicating over the internet. A site which has an SSL certificate is secure, meaning that any data exchanged between you and the site is encrypted. A website that implements SSL has “HTTPS” in its URL instead of “HTTP”. If you're having issues viewing your site over a secure HTTPS connection, follow the steps below to troubleshoot your SSL certificate. Step 1 | Make sure your DNS records are correct For your SSL certificate to be enabled, your domain needs to be connected to your site. Review your domain's connection method below to check you have the correct DNS records and ensure that your domain is properly connected. If your domain is connected via name servers: Make sure your domain host has the following name servers set for your domain: To connect your domain to Wix, setup your name servers as follows: ns2.wixdns.net (216.239.36.100) ns3.wixdns.net (216.239.38.100) * Please only add the IP addresses if required by your domain host. Note: Contact your domain host if you need help configuring your name servers. Make sure you have the default A and CNAME records in your Wix account: [Go to Domains] (https://premium.wix.com/wix/api/mpContainerStaticController#/domains) in your Wix account. Click the More Actions icon next to the relevant domain. Select Manage DNS Records. Check the records under the A (Host) and CNAME (Aliases) sections. If your domain is connected via pointing: Make sure your domain host has the following DNS records for your domain: A record: Host name: @ (or empty) Value: 185.230.63.107 CNAME: Host name: www (or www.yourdomain.com) Value: pointing.wixdns.net Note: Contact your domain host if you need help configuring your DNS records. If you purchased your domain from Wix: Make sure you have the default A and CNAME records in your Wix account: [Go to Domains] (https://premium.wix.com/wix/api/mpContainerStaticController#/domains) in your Wix account. Click the More Actions icon next to the relevant domain. Select Manage DNS Records. Check the records under the A (Host) and CNAME (Aliases) sections. Step 2 | Wait until your domain has propagated If you recently updated your DNS records, wait up to 48 hours to allow your domain to complete propagation. Domain propagation is the process of updating the global chain of DNS servers around the world with the changes you made, ensuring that your site is up to date whenever anyone accesses it. Step 3 | Ensure that DNSSEC is not signed If you purchased your domain outside of Wix, check with your domain host to make sure that DNSSEC is not signed for your domain as it can interrupt the propagation process. If you purchased your domain from Wix, disregard this step as all Wix domains have DNSSEC automatically not signed. Step 4 | Ensure only HTTPS code is entered in the HTML element If you have an [HTML element] (https://support.wix.com/en/article/wix-editor-embedding-a-site-or-a-widget) on your site that contains HTTP in the code (instead of HTTPS), you may see a message in your browser indicating your site is not fully secure. Make sure the code you enter contains HTTPS (and not HTTP). If you've added code with http:// in it, remove it or replace it with https:// code. Google notification showing an unsecure web address, To replace the code in an HTML element: In your Editor, navigate to the page you've added the HTML element. Click the HTML element. Click Edit Code. Under Add your code here (HTTPS only): make sure the code does not contain http:// in it. Click Publish at the top right of your Editor. Note: If you have multiple HTML elements, repeat the steps to make sure each is using HTTPS code only. Important: Older operating systems can sometimes [fail to recognise a modern SSL Certificate] (https://support.wix.com/en/article/ssl-certificate-not-showing-on-devices-running-older-windows-or-mac-operating-systems). This does not mean there is an issue with your site's SSL Certificate. To resolve the issue, update your device to the most recent operating system (OS) available from Apple or Windows.",8a5d43f98c713e756106a2550c8ead9e4a16c91d2b55f9a240f82bb75fd12782
q_00107,My website does not appear in search engine results. I need help with indexing and optimizing my site's SEO to ensure it gets listed.,"When you publish your site, most of your pages are available for search engines like Google to crawl and index so that they can appear in search results. It can take some time for your page to appear. However, search engines cannot guarantee that every page of your site will be indexed. It's important to note that this is perfectly normal in many cases. To check if your site was indexed by search engines, search ""site:"" followed by your site's domain with no spaces. For example: site:wix.com If any of your domain's pages are listed in the search results, those pages have been indexed. If there are no results for your domain, your website has not been indexed yet. Step 1 Check that you have allowed search engines to crawl and index your site. To enable search engines to index your site: 1. [Go to your SEO dashboard.] (https://manage.wix.com/my-account/site-selector/?siteType=HtmlWeb&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/seo-home?referralInfo=KB-f3388913-140f-47a9-b2ba-4bf86b60e04e&title=Select%20a%20Site&buttonText=Go+to+SEO) 2. Select Go to SEO Settings under Tools and settings. 3. Make sure the Let search engines index your site toggle is enabled. Step 2 Check if your pages has any redirects Wix's URL Redirect Manager lets you create 301 redirects for pages on your site. 301 redirects tell web browsers that the URL of a page on your site has changed permanently to a new URL. It also tells browsers that visitors who try to access the page's old URL should be sent to the new URL instead. If your page has a 301 redirect and the page doesn't appear in search results, try deleting the redirect. 1. [Go to your SEO Dashboard.] (https://manage.wix.com/my-account/site-selector/?siteType=HtmlWeb&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/seo-home?referralInfo=KB-f3388913-140f-47a9-b2ba-4bf86b60e04e&title=Select%20a%20Site&buttonText=Go+to+SEO) 2. Select Go to URL Redirect Manager under Tools and settings. 3. Hover over the 301 redirect that you want to delete. 4. Click the Delete icon Step 3 We recommend using the Wix [SEO Setup Checklist] (https://support.wix.com/en/article/improving-your-online-presence-with-the-wix-seo-setup-checklist) to optimize your site's SEO and submit your site to Google for indexing. The SEO Setup Checklist helps you pick the best keywords, title tags, and meta descriptions to rank higher. It also helps you connect your site to Google Search Console. After you've completed the SEO Setup Checklist, your site is submitted directly to Google for indexing. Step 4 Sitemaps give information to search engines like which pages are on your site and when they were last updated. Every Wix site has a sitemap that updates automatically with your site’s most current information. Learn more about your site's sitemap file When you complete the steps in your Wix SEO Setup Checklist, Wix automatically submits your sitemap index to Google for you. When you make changes to your site, your sitemap will be automatically updated with the changes. There's no need to submit your sitemap to Google again. If you want to submit your sitemap yourself, or submit it to other search engines, you can submit your sitemap directly. 1. Go to [Google Search Console.] (https://search.google.com/search-console) 2. Select your site from the drop-down. 3. Select Sitemaps. 4. Enter the URL slug of the sitemap you want to submit under Add a new sitemap. For example, to submit the sitemap for your entire site, enter sitemap.xml. 5. Click Submit. Step 5 If your site is indexed, but not showing as high as you like in search results, [optimizing your site's content for SEO] (https://support.wix.com/en/article/optimizing-your-sites-content-for-seo) can help your site rank higher. Similar to the SEO Setup Checklist, optimizing your site's content helps search engines find and understand your site. A more technical but powerful way to improve your site's ranking is to use structured data markup. This is a standardized format for giving search engines detailed information about your page. Adding markup to your site's pages can help improve your website's search results and ranking. Search engines like Google can also use markup to [create rich results] (https://developers.google.com/search/docs/advanced/structured-data/search-gallery) like article previews, product previews, and FAQs for your page's search results.",568140964e5e7c1628d295e9991367ed4d3c2090a79105d435231030b620a506
q_00108,"My website stopped working, and I received a DNS_PROBE_FINISHED_NXDOMAIN error. I havent made any changes to the domain, and its connected to Wix. I also encountered an error with ID 7809 and the opcode QUERY.","To resolve the DNS_PROBE_FINISHED_NXDOMAIN error and the error with ID 7809 and opcode QUERY for your Wix-connected domain, follow these steps: 1. **Check DNS Records**: Use [whatsmydns.net](https://www.whatsmydns.net/) to verify that your domain's DNS records are correct and have propagated globally. Ensure that the A and CNAME records match those required by Wix. 2. **Flush DNS Cache**: Clear your browser's cache and flush your DNS cache on your computer. For Windows, open Command Prompt as an administrator and type `ipconfig /flushdns`. 3. **Verify Domain Status**: Ensure your domain is active and not expired. You can check this on [whois.com](https://www.whois.com/). 4. **Check Domain Assignment**: Make sure your domain is correctly assigned to your Wix site. Go to the [Domains](https://manage.wix.com/account/domains) page in your Wix account to verify this.",9fc70d88423ae68403ccb81a8aac36ddb5fd9a7ac9d57c35ba163e3dcb841417
q_00109,"My Wix Payments account verification documents have been denied, specifically the company details.","If your Wix Payments account verification documents, specifically the company details, have been denied, it is important to ensure that the documents meet all the specified requirements. The tax ID/registration number should be visible and clear The company name should be visible and clear and match the business details in your Wix Payments account The document must have been issued within the last 12 months Documents must be sent in one of the following: HEIC, JPEG, JPG, PDF, PNG The maximum file size is 10 MB The minimum file size is 1 kB for PDF, 100 kB for other formats Note: You may have changed your business name and the name on the business registration document does not match your current legal business name. If so, please upload the business registration document you currently have to your [Wix Payments account] (https://support.wix.com/en/article/updating-your-wix-payments-account-settings) and contact [Customer Care] (https://www.wix.com/contact) for assistance. In addition, you may be requested to provide an official name change documentation that displays both the original and new legal business name.",c8783e7cee11b09c015c396cebcd60a7c1c93a4be6d73383d41d11369527cde3
q_00110,Potential clients are unable to book a tour on my website due to the current plan limitations. I received an email stating that I need to upgrade to a Wix Business & eCommerce Premium Plan to enable bookings.,"To use Wix Bookings on your site, you need to be subscribed to a Business Premium plan. Follow these steps to ensure you have the right plan: Log In to Your Wix Account: Begin by logging into your Wix account and accessing your site's dashboard. Check Your Current Plan: Go to the ""Premium Plans"" section in your dashboard to review your current plan. Wix Bookings requires a Business Premium Plan or higher. Upgrade Your Plan: If you are not on a Business Premium Plan or higher, you'll need to upgrade. To do this: Click on ""Upgrade"" or ""Change Plan"" in the Premium Plans section. Select a Business Premium Plan or a higher option that includes Wix Bookings. Follow the prompts to complete the upgrade process. From now on, your customers will be able to book on the live site.",d44da9f63404b7f277086f617efa87e65efc5cb8fd237e6d9470ffdcd38c9e46
q_00111,The picture on my mobile site is dark. Its a standalone image that was carried over from my desktop site. I need guidance on adjusting the image settings for my mobile site.,"To adjust the settings of a standalone image that was carried over from your desktop site to your mobile site, you can follow these steps: 1. Click the Settings icon . 2. Customize the following: - Image Behaviors: Decide how your visitors interact with images. - When an image is tapped: - Nothing happens: The image is not clickable, nothing happens when it's clicked. - A link opens: The image acts as a button and can be linked to a page, anchor on your site, an external URL, and more. - It opens in a popup: The image opens in a pop-up window. - Image Resizing: Decide what happens when your images are resized. - Keep Proportions: The image and shape stay at the original proportions when resized. - Auto-fill: The image automatically adjusts to fill the space on your visitor's device. You can also add and customize mobile-only images to replace the picture with a lighter one. Follow these steps to do it: 1. Click Add to Mobile on the left of the mobile Editor. 2. Click Image. 3. Select the image type you want to add. 4. Click the image you want to upload and click Add to Page.",d43e89aeb2f79d5105520f40f84f47ad11f15dcf092e5fe3376bc368dd152b80
q_00112,The user is inquiring about connecting Google Analytics 4 with their Wix site.,You can track information in Google Analytics about your site visitors using either a [Google Analytics 4 (GA4) property] (https://support.google.com/analytics/answer/10089681) or a [Universal Analytics (UA) property] (https://support.google.com/analytics/answer/10269537?ref_topic=1009620). Follow the steps if you're already using Universal Analytics with your site and want to upgrade to Google Analytics 4: Step 1 | Create your Google Analytics 4 property Use the GA4 Setup Assistant in your Google Analytics account to create and set up a new Google Analytics 4 property. To create a GA4 property: Sign in to [your Google Analytics account] (https://analytics.google.com/analytics/web/). Click the Admin icon at the bottom left of the page. Accessing the Admin section of your Google Analytics account Select GA4 Setup Assistant. Selecting the GA4 Setup Assistant Click Get Started under I want to create a new Google Analytics 4 property. Click Create property. Click See your GA4 property under Explore and set up your GA4 property. Select Tag installation. Selecting Tag Installation in the GA4 Setup Assistant Select your stream under Data Streams. Click the Settings icon . Click Show advanced settings under Page views. Deselect the Page changes based on browser history events checkbox. Deselecting tracking changes based on browser history events. Disable the Site search toggle. Click Save. Step 2 | Add your Google Analytics 4 property to your site Add your new property to Google Analytics in Marketing Integrations in your site's dashboard to complete the upgrade. To add your GA4 property: Copy your measurement ID under Web stream details. Copying your measurement ID in Google Analytics Go to [Marketing Integrations] (https://www.wix.com/my-account/site-selector/?buttonText=Open%20Marketing%20Integrations&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/%7B%7BmetaSiteId%7D%7D/marketing-integration/) on your site's dashboard. Click View under Google Analytics. Click the Show More icon in the top right corner. Click Edit. Editing your Google Analytics connection in Marketing Integrations Paste your Google Analytics 4 measurement ID in the pop-up. Note: Make sure that there are no extra spaces before the code. Adding your measurement ID to your site. (Optional) Select the IP Anonymization checkbox if you want to hide your site visitors’ IP addresses from Google. Click Save.,e63fe24104428cb2bb94d1087fbb7a9c7136f0c028f7a441bbfeb33357069d25
q_00113,The user is inquiring about how the billing works with Google Ads.,"Google Ads with Wix campiagns can be paid with a monthly subscription or a one-time payment. Your monthly subscription is the amount billed monthly for all the campaigns you're running with Google Ads with Wix. It is applied directly to the total ad credit each month (ad credit available across all the campaigns). Your monthly subscription includes: - The amount billed monthly (before VAT) as a whole for all campaigns you run with Google Ads with Wix. - The Wix fee* and tax. *Wix gets 15% of your payment for running and optimizing your campaign. The remaining 85% goes towards your ad credit which is spent on ad clicks. You can pause your campaign at any time to stop using the ad credits. If the paused campaign was your last active campaign on the account, auto renew is turned off for the subscription. However, if you want to purchase additional ad credit, you can make a one-time purchase of credits that are added to the total in your account. You can then readjust the daily budget of one or more campaigns as needed. This won’t affect your overall monthly subscription. You can manage your subscription from the campaigns page of your dashboard. Click Manage Spend & Credits at the top to update your monthly subscription or adjust your daily spend across all campaigns you're running.",7e10270b7ecd05d2573050a9ca7541e71edcb7b2b82220e5079404417d10d7dd;01e329b27ef95b8d6da00ab4ef5edde1b08837190925fefaaa23a1cbbc5bf855
q_00114,I would like to know how to sell products on my site,"To integrate a webstore into your Wix site, you can use Wix Stores, which provides all the necessary tools to create a professional online shop. You can add Wix Stores from your site's dashboard or directly from the Wix Editor. You can add Wix Stores from inside your editor or from your site's dashboard. If you add Wix Stores from your site's dashboard, you need to go to your editor afterwards and add the pending app inside your editor as well. 1. [Go to your site's dashboard](https://www.wix.com/my-account/site-selector/?buttonText=Go%20to%20Dashboard&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/%7B%7BmetaSiteId%7D%7D/home/). 2. Click **Apps** on the left menu. 3. Click **App Market**. 4. Search for 'Wix Stores'. 5. Click the Wix Stores app. 6. Click **Add to Site**. 7. Click **Go to Editor.** 8. Click **Add to Site**. Alternatively, you can add Wix Stores directly from the Wix Editor by clicking 'Add Elements', then 'Store', and finally 'Add to Site'. Please note that to sell products, you need to upgrade your site to a Premium plan that allows you to accept payments.",a513a215c1798f329293330cb5f5e975a18978954b5ee27d84441e029f900d51
q_00115,User is inquiring about adding more menu titles to show in the header on their website.,"To add items to the menu: Click the menu in your Editor. Click Manage Menu. Click + Add Menu Item at the bottom of the panel. Choose the item type you want to add to your menu: Submenu title: Add a dropdown submenu to your menu. Once you add the title, you can drag and drop menu items to be displayed in the submenu.",df9f74cf9a89d202a31987b14b341e2568b71e795d65c737c3cc7c8b1f19061a
q_00116,User is inquiring about setting up the website to require an account for placing orders.,"You can limit guest checkout on your site so that visitors can browse what you offer, but need to become site members before they can access the Cart Page to begin the checkout process. [Go to your editor.] (https://manage.wix.com/account/site-selector/?actionUrl=https%3A%2F%2Fwww.wix.com%2Feditor%2F%7BmetaSiteId%7D%3FeditorSessionId%3D%7Besi%7D%26) Click Pages & Menu on the left side of the editor. Select an option: My site has only Wix Stores: Click Store Pages. Click Cart Page. My site has only Wix Bookings: Click Bookings Pages. Click Cart Page. My site has Wix Restaurants Orders (New) or 2 business solutions: Click Cart & Thank You. Click Cart Page. Click the Settings icon next to Cart Page. Select the Permissions tab. Click Members Only. Decide Which members can access this page: All members. Only selected members or paying customers: Limit access to a [member role you created] (https://support.wix.com/en/article/requiring-customers-to-sign-up-before-making-purchases#:~:text=customers%3A%20Limit%20access%20to%20a-,member%20role%20you%20created,-or%20to%20clients%20who%20have) or to clients who have purchased a [pricing plan] (https://support.wix.com/en/article/pricing-plans-an-overview).",8355a228e57d0a766b3bdfd591d86a12b060f7e7f7d4fd19c468cb8f1c336721
q_00117,User is requesting assistance with adjusting the menu layout on the mobile site.,"To adjust the menu items: 1. Click the menu icon in the mobile Editor. 2. Click Edit Menu. 3. Click the mobile menu. 4. Choose how you want to adjust the menu items Adjust the layout of the items to further customize the menu, and suit your site's alignment. Click the Layout icon and use the below options: - How's text aligned?: Select whether text is aligned to the left, right, or center of the menu container. - How's the submenu arrow aligned?: Select whether the submenu arrow is aligned to the left or right of the item text.",82e09fe1f4ab70ddd74290b51b6f3182ea71e460664d48ba6d550961e312bfd8
q_00118,I am experiencing issues with fonts not displaying correctly on the mobile version of my website. The fonts I am using are default fonts provided by Wix.,"Different browsers and devices use a variety of rendering engines which may result in minor differences in the way your font appears. Fonts also render differently between iOS and Android, and the significance of the difference can vary from font to font. Note: Because you are experiencing an issue with one of the default fonts, we recommend choosing another similar looking font for your site. It is also important to note that some fonts does not work on iPhone operating systems (iOS) Certain fonts are not be supported by iOS or other mobile devices. If a specific font on your site is not displaying properly on an iOS device, you can check [iosfonts.com](http://iosfonts.com/) to make sure the font is supported. If a supported, default font is not appearing on your mobile device, or if you are experiencing other issues with text on your site, contact us and we will be happy to assist you.",6d5d61b21e2981893d50b1c101694cddc3c88c93e4f2b14b02143c0f19038687
q_00119,Can I get information about the 2-step methods verification on Wix?,"You can verify your account using 2-step verification with the Wix app, by SMS, with [an authenticator app](https://support.wix.com/en/article/using-an-authenticator-app-for-2-step-verification-for-your-wix-account), or by email. You can enable more than one verification option at the same time. If you choose to enable multiple options, the default prompt order is always: Wix app first, then an authenticator app, followed by SMS, and then email. To enable 2-step verification: 1. Go to Account Settings (https://manage.wix.com/account/account-settings) in your Wix account. 2. Scroll down to 2-Step verification. 3. Click Enable next to your preferred method of verification However, it is not currently possible to use backup codes for 2-step verification. For more information on setting up these methods, you can visit the Wix support page: [Using 2-Step Verification for Your Wix Account](https://support.wix.com/en/article/using-2-step-verification-for-your-wix-account).",50d02c7ce566adb08742f7cc810bfceab55f9a7c43fcd7fe73f932c2cd8c88b1
